	title	page_length	last_touched	lastrevid
9647	Serine racemase	5545	2022-03-11T23:00:19Z	1045092544
9648	Brevican	8238	2022-03-14T04:54:10Z	1077019883
9649	MRPL17	4573	2022-03-11T23:07:39Z	1043233201
9650	PKNOX2	4484	2022-03-12T00:05:17Z	992334851
9651	RNF123	5350	2022-03-11T23:05:05Z	1071497578
9652	THADA (gene)	496	2022-03-15T10:44:22Z	808217939
9653	UBE2O	3954	2022-03-11T23:05:42Z	1045915335
9654	VIPAS39	3615	2022-03-11T23:05:42Z	1045954202
9655	PIEZO2	9588	2022-03-11T23:35:55Z	1049909042
9656	SH2D4A	4317	2022-03-11T23:05:21Z	1044807288
9657	Family with sequence similarity 111 member a	4141	2022-03-11T23:57:23Z	1075476467
9658	NAPB	3231	2022-03-11T23:07:39Z	1060497412
9659	SLC17A9 (gene)	1380	2022-03-11T23:48:03Z	1044813643
9660	MUTED	4684	2022-03-11T23:05:42Z	997277202
9661	ELMO2	5767	2022-03-11T23:05:05Z	1040940036
9662	GALNT11	4164	2022-03-11T23:05:42Z	1041370668
9663	CHTF18	5135	2022-03-11T23:07:39Z	1040128516
9664	XPNPEP3	8724	2022-03-11T23:24:37Z	1046170845
9665	APBA2BP	4439	2022-03-11T23:05:33Z	1039393947
9666	FKBPL	3722	2022-03-11T23:10:34Z	1032065551
9667	CLSPN	8525	2022-03-11T23:04:58Z	1040138147
9668	P53AIP1	2985	2022-03-11T23:07:39Z	1043905545
9669	KIF13A	3906	2022-03-11T23:05:33Z	1042815363
9670	Neurogenin-2	3780	2022-03-11T23:20:48Z	1043690598
9671	PRDM16	12359	2022-03-11T23:05:05Z	1043953675
9672	Pr/set domain 15	2046	2022-03-11T23:56:24Z	1027397672
9673	ANO3	1674	2022-03-11T23:34:29Z	1059566389
9674	MYO1G	3120	2022-03-11T23:21:30Z	1021044823
9675	TSPYL2	4534	2022-03-11T23:05:06Z	1045681877
9676	RBM26	2977	2022-03-11T23:07:39Z	1044549519
9677	PRSS22	3426	2022-03-11T23:24:01Z	1043961576
9678	PERP	4812	2022-03-11T23:05:21Z	1043925124
9679	MMP27	10674	2022-03-11T23:14:24Z	997426795
9680	NPAS3	7815	2022-03-11T22:58:27Z	1043639441
9681	CDH23	10349	2022-03-11T23:04:19Z	1040116849
9682	Chromosome 19 open reading frame 33	3105	2022-03-11T23:57:23Z	995922665
9683	Phospholysine phosphohistidine inorganic pyrophosphate phosphatase	3658	2022-03-11T23:56:18Z	1071716361
9684	Golph3	1998	2022-03-11T23:38:52Z	1041519503
9685	GAL3ST2	5729	2022-03-11T23:05:20Z	1041370372
9686	POPDC2	4080	2022-03-11T23:22:39Z	1032330042
9687	SAM domain, SH3 domain and nuclear localization signals 1	3130	2022-03-11T23:52:47Z	1075844725
9688	SMOC2	3613	2022-03-11T23:07:39Z	1058331133
9689	GFRA4	524	2022-03-11T23:40:03Z	993317378
9690	PARVG	3988	2022-03-11T23:05:21Z	1043911236
9691	LRRC4	5868	2022-03-11T23:05:05Z	1042919199
9692	Tenomodulin	27171	2022-03-11T23:07:39Z	1045711581
9693	CENPK	3375	2022-03-11T23:07:39Z	997800441
9694	Neuropeptide FF receptor 1	1549	2022-03-11T23:04:30Z	992272582
9695	CRLF2	4564	2022-03-11T23:05:42Z	1018091723
9696	Neuropeptide VF precursor	5520	2022-03-13T20:25:35Z	1073190223
9697	MOAP1	4718	2022-03-11T23:05:06Z	1043229412
9698	TMBIM1	4313	2022-03-11T23:05:42Z	1045658689
9699	VISTA (protein)	9202	2022-03-11T23:48:43Z	1045954556
9700	Zinc transporter ZIP8	4608	2022-03-11T23:59:16Z	1057531037
9701	RRAGC	3739	2022-03-11T23:07:39Z	1032311269
9702	Fructosamine-3-kinase	5575	2022-03-11T23:05:06Z	1041277342
9703	ELTD1	3742	2022-03-11T23:04:39Z	992016160
9704	NOD2	13331	2022-03-11T22:59:25Z	1043637579
9705	TINAGL1	4989	2022-03-11T23:05:20Z	1057226405
9706	LIN7B	6952	2022-03-11T23:05:05Z	1032033110
9707	XYLT1	12378	2022-03-11T23:05:05Z	1046171596
9708	XYLT2	5101	2022-03-11T23:05:21Z	1032014766
9709	MDA5	18989	2022-03-19T23:18:47Z	1059174538
9710	ABCG4	5202	2022-03-11T23:05:42Z	1065148753
9711	ZFYVE20	3148	2022-03-11T23:07:39Z	1046193561
9712	PDF (gene)	3361	2022-03-11T23:07:39Z	1043920876
9713	NCAPG	4232	2022-03-11T23:05:33Z	1043623536
9714	ERAP2	4832	2022-03-11T23:36:11Z	1040945333
9715	CARD9	15644	2022-03-11T23:07:39Z	1032283776
9716	Dipeptidase 2	1409	2022-03-13T19:50:03Z	992554875
9717	Dipeptidase 3	3324	2022-03-11T23:11:27Z	1040880632
9718	IRF2BPL	4454	2022-03-11T23:05:42Z	1042052910
9719	POPDC3	3223	2022-03-11T23:22:39Z	1043946649
9720	MMS19	4481	2022-03-11T23:05:20Z	1043228871
9721	DNAJC1	4050	2022-03-11T23:07:39Z	1040780522
9722	TFB2M	4709	2022-03-11T23:05:21Z	1045650893
9723	SEMA4A	5198	2022-03-11T23:05:21Z	1003887089
9724	PJA1	3286	2022-03-11T23:05:42Z	994491410
9725	ROBO3	3877	2022-03-11T23:05:33Z	1044572665
9726	TOR3A	714	2022-03-11T23:54:50Z	1049195269
9727	MLST8	6428	2022-03-11T23:27:03Z	1043226984
9728	PDLIM2	4719	2022-03-11T23:05:42Z	1043921806
9729	ABCG5	8725	2022-03-14T05:07:23Z	1077021741
9730	ABCG8	8774	2022-03-14T05:07:19Z	1077021731
9731	RAB17	5382	2022-03-11T23:05:05Z	1044535215
9732	RHBDF1	5127	2022-03-11T23:07:39Z	1044558651
9733	FBRS	3655	2022-03-11T23:05:42Z	1041170806
9734	RNF25	3193	2022-03-11T23:07:39Z	1044571111
9735	SOX17	11441	2022-03-11T23:52:34Z	1064770370
9736	NSD1	2157	2022-03-11T23:01:13Z	994469269
9737	RFWD2	4697	2022-03-11T23:05:33Z	1032341981
9738	LMBR1	7338	2022-03-11T23:04:58Z	1042915150
9739	XPO4	3731	2022-03-11T23:05:33Z	1046170935
9740	NFKBIZ	10610	2022-03-11T23:05:21Z	1010980870
9741	ARHGAP9	3560	2022-03-11T23:07:39Z	994753856
9742	AZI2	5422	2022-03-11T23:07:39Z	1075868813
9743	HIF3A	6473	2022-03-11T23:04:21Z	991760366
9744	SIL1	12418	2022-03-11T23:05:06Z	1044809808
9745	IKZF4	5287	2022-03-11T23:07:39Z	997715268
9746	MMP25	6690	2022-03-11T23:05:05Z	1043228507
9747	GMCL1	866	2022-03-11T23:44:41Z	798154165
9748	ZFP106	3008	2022-03-11T23:05:42Z	1046192905
9749	MPP5	7650	2022-03-11T23:04:58Z	1043231122
9750	HHIP	4075	2022-03-11T23:05:33Z	1041619007
9751	AKTIP	6592	2022-03-11T23:05:20Z	1039385867
9752	RGS18	6418	2022-03-11T23:05:20Z	1068203131
9753	WBSCR17	3739	2022-03-11T23:07:39Z	1046066751
9754	Kelch-like protein 25	3207	2022-03-11T23:05:42Z	1042836130
9755	CENTD3	5035	2022-03-11T23:07:39Z	1040122230
9756	Gdnf-inducible zinc finger protein 1	501	2022-03-11T23:35:10Z	861093229
9757	MTMR14	3053	2022-03-11T23:14:05Z	1043240076
9758	Artemis (protein)	14486	2022-03-11T23:04:13Z	1032040510
9759	ATG3	5808	2022-03-13T20:05:26Z	997402838
9760	INF2	6611	2022-03-11T23:24:28Z	1042047074
9761	POLR1E	12907	2022-03-11T23:05:01Z	1043944591
9762	SUDS3	3654	2022-03-11T23:07:39Z	1032320538
9763	Nuclear prelamin A recognition factor like	1011	2022-03-11T23:52:42Z	1048221943
9764	MRPS25	5730	2022-03-11T23:07:39Z	1043234188
9765	NOM1	8961	2022-03-11T23:28:04Z	1032209358
9766	DNAI2	1936	2022-03-11T23:24:36Z	992473831
9767	CSMD1	8616	2022-03-11T23:05:05Z	994407198
9768	TPSB2	7700	2022-03-11T23:24:01Z	1045668620
9769	CPEB1	4418	2022-03-11T23:05:33Z	1040146375
9770	ALDH8A1	1829	2022-03-11T23:16:11Z	1075864239
9771	CLEC7A	14825	2022-03-20T19:40:52Z	1078281316
9772	GPR135	2564	2022-03-11T23:04:30Z	1041384896
9773	Motile sperm domain containing 3	1966	2022-03-11T23:40:31Z	1066239040
9774	Major facilitator superfamily domain containing 14a	1767	2022-03-11T23:49:22Z	1048127085
9775	ANAPC1	6341	2022-03-11T23:05:01Z	1039389590
9776	GRASP65	11157	2022-03-11T23:04:58Z	1041388020
9777	TMPRSS3	8496	2022-03-11T23:05:00Z	1075844542
9778	COPS7B	4866	2022-03-11T23:05:06Z	1040142063
9779	NUCKS1	5207	2022-03-11T23:05:05Z	1043645181
9780	PDIA2	4189	2022-03-11T23:53:43Z	1032228098
9781	UNKL	3845	2022-03-11T23:05:21Z	1045921904
9782	ACBD3	4365	2022-03-11T23:05:33Z	1003718353
9783	MFSD1	2567	2022-03-11T23:50:08Z	951706270
9784	SMURF2	11069	2022-03-11T23:05:00Z	1076004585
9785	SMYD3	12078	2022-03-11T23:05:20Z	1036396186
9786	C16orf58	7642	2022-03-11T23:16:32Z	981842418
9787	ATPAF1	2404	2022-03-14T04:26:44Z	1077015617
9788	Mitochondrial amidoxime reducing component 1	3447	2022-03-22T20:49:33Z	1078689978
9789	PARP12	4304	2022-03-11T23:07:39Z	1056199387
9790	Zinc finger protein 574	381	2022-03-11T23:51:01Z	1002831566
9791	MEAF6	5221	2022-03-11T23:05:05Z	1043216762
9792	Endo-beta-n-acetylglucosaminidase	3176	2022-03-11T23:56:44Z	1041026532
9793	C11orf1	9026	2022-03-11T23:16:18Z	1055828395
9794	RMND5B	10904	2022-03-11T23:05:01Z	1044562694
9795	MICAL1	5518	2022-03-11T23:05:05Z	1074143028
9796	Ceramide kinase	16376	2022-03-13T19:43:30Z	1056289296
9797	RBM15	4547	2022-03-11T23:05:21Z	1044549147
9798	CRTC3	4778	2022-03-11T23:07:39Z	1040151815
9799	TBC1D15	4198	2022-03-11T23:05:42Z	1045642960
9800	EPS8L2	3782	2022-03-11T23:05:42Z	1040945105
9801	TMEM112	3660	2022-03-11T23:07:39Z	1045659431
9802	Exonuclease 5	758	2022-03-11T23:55:23Z	1003719667
9803	Centrosomal protein 85	767	2022-03-11T23:55:57Z	1003719174
9804	DDX31	3825	2022-03-11T23:05:42Z	1042984714
9805	DEPTOR	7158	2022-03-11T23:05:42Z	1002945114
9806	EFCAB6	3628	2022-03-11T23:05:42Z	1040932741
9807	ARV1	2484	2022-03-11T23:34:15Z	950825759
9808	NMNAT1	10637	2022-03-11T23:04:58Z	1043636972
9809	P2Y12	10661	2022-03-11T22:51:28Z	1057730858
9810	Interleukin 25	16899	2022-03-11T22:55:55Z	1037001725
9811	CYP3A43	5429	2022-03-11T23:05:06Z	1040164248
9812	KLC2	11960	2022-03-11T23:05:01Z	1042818578
9813	PORCN	3256	2022-03-11T23:10:01Z	1043946697
9814	MARCH7	4138	2022-03-11T23:05:21Z	1043211755
9815	YTHDC2	1688	2022-03-11T23:37:46Z	1046178826
9816	SLC13A3	4274	2022-03-15T12:38:42Z	1044813348
9817	PLEKHG2	9280	2022-03-11T23:54:22Z	1065956240
9818	DCLRE1B	5725	2022-03-11T23:05:42Z	1040765402
9819	NABP1	2357	2022-03-11T23:40:09Z	1043621230
9820	ARMCX5	4589	2022-03-11T23:30:34Z	832010599
9821	Methyltransferase like 4	452	2022-03-11T23:51:48Z	915872227
9822	CDCP1	11579	2022-03-19T20:55:02Z	1040115547
9823	PCDH20	3210	2022-03-11T23:07:39Z	1065371822
9824	PAPOLG	3654	2022-03-11T23:07:39Z	1043909337
9825	C12orf43	2075	2022-03-11T23:07:39Z	1032119541
9826	AGXT2	6286	2022-03-11T23:37:47Z	1049543102
9827	BCL11B	13867	2022-03-16T15:16:23Z	1077480264
9828	RASAL3	824	2022-03-11T23:47:57Z	997974373
9829	CENPH	10130	2022-03-13T19:43:44Z	1040121747
9830	MRPS26	4637	2022-03-11T23:05:42Z	1056760343
9831	MRPS24	5208	2022-03-11T23:05:33Z	1043234133
9832	MRPS11	4714	2022-03-11T23:05:33Z	1043233762
9833	MRPS9	1330	2022-03-11T23:54:22Z	1002194523
9834	MRPS6	4568	2022-03-11T23:05:42Z	1049825782
9835	MRPS5	7938	2022-03-11T23:07:39Z	995167445
9836	Mitochondrial ribosomal protein L41	4647	2022-03-11T23:05:33Z	1043507435
9837	MRPL40	4543	2022-03-11T23:05:42Z	1043233686
9838	MRPL32	5136	2022-03-11T23:05:42Z	1043233493
9839	MRPL11	5072	2022-03-11T23:05:21Z	1043233043
9840	MRPL1	4729	2022-03-11T23:05:33Z	1043232941
9841	NDRG4	8161	2022-03-11T23:05:01Z	1043625450
9842	SLC26A6	6777	2022-03-15T12:38:42Z	1044815162
9843	PINK1	21572	2022-03-11T23:04:11Z	1043934123
9844	REEP1	3263	2022-03-11T23:05:42Z	1044552834
9845	GPBP1	3311	2022-03-11T23:07:39Z	1041382764
9846	ACD (gene)	11778	2022-03-11T23:05:00Z	1039376062
9847	RAPH1	3749	2022-03-11T23:05:33Z	1044545018
9848	NBEAL1	15129	2022-03-13T20:15:58Z	995159697
9849	Reticulon 4 receptor	12713	2022-03-11T23:04:56Z	1044681238
9850	VPS33A	4433	2022-03-11T23:05:42Z	1045931995
9851	NOL6	4312	2022-03-11T23:05:33Z	1043638104
9852	MARCKSL1	7388	2022-03-11T23:05:00Z	1032220971
9853	UPF3B	9393	2022-03-11T23:04:58Z	1045922320
9854	UPF3A	9266	2022-03-11T23:05:05Z	1045922213
9855	INTS3	4878	2022-03-11T23:05:42Z	1042049423
9856	WNK1	14642	2022-03-11T23:04:56Z	1070659827
9857	PCDH15	7048	2022-03-11T23:04:19Z	993352414
9858	CPLANE1	835	2022-03-11T23:29:23Z	994776043
9859	ZNF649	3592	2022-03-11T23:05:33Z	1046196565
9860	COA7	7272	2022-03-11T23:56:34Z	1063905142
9861	UBE2Z	8101	2022-03-11T23:48:52Z	1045915630
9862	UPF0488	9470	2022-03-11T23:50:10Z	1075648725
9863	WNK4	29865	2022-03-11T23:05:05Z	1046069381
9864	WNK3	7150	2022-03-11T23:25:02Z	1046069182
9865	WNK2	5739	2022-03-11T23:05:42Z	1046069051
9866	BRD9	4355	2022-03-11T23:43:04Z	951259391
9867	CAPRIN2	8528	2022-03-11T23:27:43Z	1040088076
9868	Zinc finger and scan domain containing 18	449	2022-03-11T23:40:31Z	1002853876
9869	Family with sequence similarity 173 member A	423	2022-03-11T23:52:24Z	802512351
9870	FUNDC2	4042	2022-03-11T23:07:39Z	1041184837
9871	RASL11B	1937	2022-03-11T23:05:01Z	1044547441
9872	Leucine rich repeat containing 61	396	2022-03-11T23:49:55Z	1055701349
9873	CYP4F12	10979	2022-03-11T23:05:33Z	1040164442
9874	LYNX1	4747	2022-03-11T23:31:56Z	1048114032
9875	Chitinase domain-containing protein 1	14505	2022-03-11T23:34:49Z	950320691
9876	TRAK2	5668	2022-03-11T23:05:06Z	994718779
9877	SLC2A11	3029	2022-03-15T12:38:42Z	1045769529
9878	MTMR9	4907	2022-03-11T23:05:20Z	1043240220
9879	BOLL	6839	2022-03-11T23:05:06Z	1039896089
9880	CRELD1	5288	2022-03-11T23:05:06Z	1040149231
9881	OTUB2	3397	2022-03-11T23:07:39Z	1043803426
9882	C17orf53	15704	2022-03-11T23:54:11Z	1026594668
9883	CYREN (protein)	1799	2022-03-11T23:55:47Z	1047974270
9884	Leucine rich repeat and fibronectin type iii domain containing 4	939	2022-03-11T23:48:56Z	1024281765
9885	VKORC1	11301	2022-03-11T23:04:56Z	1045954660
9886	MIS12	5560	2022-03-11T23:05:33Z	1043225165
9887	METRN	2425	2022-03-11T23:46:34Z	1052289765
9888	Slx1 structure-specific endonuclease subunit homolog b (s. cerevisiae)	1336	2022-03-11T23:35:03Z	826738212
9889	DDX50	4343	2022-03-11T23:05:46Z	1040768212
9890	CENPM	3755	2022-03-11T23:05:20Z	997632024
9891	C7orf25	8558	2022-03-11T23:39:11Z	1074188442
9892	TMEM106C	9886	2022-03-11T23:39:10Z	985996598
9893	AHNAK	8705	2022-03-11T23:05:01Z	1039383184
9894	ZNF655	4465	2022-03-11T23:05:20Z	1063989400
9895	C7orf26	16130	2022-03-11T23:59:27Z	1039170198
9896	PVRIG	450	2022-03-11T23:46:46Z	799439181
9897	TSEN34	3557	2022-03-11T23:07:39Z	1045680800
9898	KCTD15	6714	2022-03-11T23:17:13Z	1042812155
9899	SECISBP2	6236	2022-03-11T23:05:05Z	1032994719
9900	ALG8	5216	2022-03-11T23:05:20Z	1067826124
9901	TRPM8	27330	2022-03-11T23:03:27Z	1075834139
9902	ASPSCR1	5473	2022-03-11T23:05:46Z	1039403588
9903	ATG9A	5373	2022-03-11T23:05:33Z	1064902976
9904	METTL16	924	2022-03-11T23:54:09Z	1050126703
9905	FTO gene	41893	2022-03-21T12:42:57Z	1078409597
9906	FASTKD3	4424	2022-03-11T23:35:42Z	798128332
9907	TMEM109	690	2022-03-11T23:47:50Z	995378223
9908	DCC1	10352	2022-03-11T23:05:01Z	1040765227
9909	XTP3-transactivated gene A protein	1899	2022-03-11T23:05:01Z	1046171470
9910	Melanophilin	10330	2022-03-11T23:03:04Z	1043397895
9911	WD repeat-containing protein 77	7087	2022-03-11T23:05:01Z	1046068117
9912	ALG12	4879	2022-03-11T23:05:21Z	1066793993
9913	Zinc finger protein 426	1064	2022-03-11T23:46:15Z	1002811263
9914	TMUB2	11966	2022-03-11T23:05:21Z	1045661712
9915	Trafficking protein particle complex 6a	1226	2022-03-11T23:55:51Z	1005134929
9916	CARD14	5150	2022-03-11T23:24:03Z	1038565488
9917	C9orf16	404	2022-03-11T23:34:57Z	808202746
9918	C11orf49	20055	2022-03-11T23:05:33Z	995346207
9919	TAF1D	1371	2022-03-11T23:35:42Z	951331291
9920	RNF26	1251	2022-03-11T23:35:42Z	1015875976
9921	MAPKAP1	8433	2022-03-11T23:05:05Z	1043211058
9922	LGP2	8535	2022-03-11T23:05:46Z	1042912000
9923	NDUFAF5	8907	2022-03-11T23:56:25Z	981896028
9924	Apolipoprotein O	2243	2022-03-13T20:05:24Z	950914785
9925	Derlin-1	19145	2022-03-11T23:05:02Z	1040847444
9926	CCDC28B	3631	2022-03-11T23:05:46Z	1040092478
9927	MBOAT7	2730	2022-03-11T23:35:42Z	1048126008
9928	Fukutin-related protein	1038	2022-03-13T19:41:41Z	1040729712
9929	MMP28	6614	2022-03-11T23:05:21Z	1043228710
9930	FA2H	7235	2022-03-11T23:29:04Z	1037263895
9931	TNIP2	7652	2022-03-11T23:05:02Z	1045662471
9932	N-acetylglucosamine-1-phosphate transferase	3194	2022-03-13T19:39:31Z	997547915
9933	NOL12	7585	2022-03-11T23:07:39Z	1043637883
9934	TMEM243	723	2022-03-11T23:55:43Z	1055701589
9935	MMTP2	560	2022-03-11T23:34:15Z	1003874057
9936	CENPO	4500	2022-03-11T23:05:46Z	1040121953
9937	CRELD2	3609	2022-03-11T23:05:46Z	1040149271
9938	Zinc finger protein 343	348	2022-03-11T23:47:29Z	1001764628
9939	F-box and leucine rich repeat protein 15	412	2022-03-11T23:54:50Z	1071716352
9940	Zinc finger protein 576	472	2022-03-11T23:46:15Z	1002911209
9941	EFHD2	713	2022-03-11T23:47:56Z	1003722884
9942	TTPAL	428	2022-03-11T23:35:42Z	1022822426
9943	BRCC3	6116	2022-03-11T23:05:21Z	1032323214
9944	TMEM43	7458	2022-03-11T23:05:21Z	1045660563
9945	IRX6	2387	2022-03-11T23:21:39Z	1042056808
9946	IRX3	8674	2022-03-18T13:07:16Z	1077838217
9947	IRX1	22328	2022-03-11T23:21:39Z	1066084825
9948	Zinc finger protein 557	472	2022-03-11T23:46:15Z	1002871529
9949	MMEL1	3774	2022-03-11T23:35:42Z	1003716961
9950	OR13A1	2742	2022-03-11T23:05:06Z	1043796425
9951	OR5H6	1611	2022-03-11T23:05:06Z	1043800611
9952	OR5H2	1611	2022-03-11T23:05:06Z	1043800593
9953	OR4K5	1663	2022-03-11T23:05:06Z	1043798995
9954	OR51G1	1615	2022-03-11T23:05:06Z	1043799405
9955	OR51B4	2492	2022-03-11T23:05:06Z	1043799226
9956	OR51B2	3447	2022-03-11T23:05:06Z	1043799215
9957	ZXDC	2230	2022-03-11T23:33:42Z	832011477
9958	BHLHE41	27789	2022-03-11T23:05:46Z	1059301143
9959	FCRL2	3725	2022-03-11T23:05:33Z	1041173321
9960	BCL2L14	5194	2022-03-11T23:05:06Z	1039892684
9961	NOX5	7552	2022-03-11T23:05:02Z	997821936
9962	Zinc finger bed-type containing 2	610	2022-03-11T23:47:33Z	1002820166
9963	HAUS3	1965	2022-03-11T23:22:00Z	1041609089
9964	BIRC7	12371	2022-03-11T23:04:58Z	1039894477
9965	ULBP3	3633	2022-03-11T23:07:39Z	1032281979
9966	OR52N1	1614	2022-03-11T23:05:06Z	1043799937
9967	OR4F5	1170	2022-03-11T23:46:54Z	1049600786
9968	OR2A4	3839	2022-03-11T23:05:06Z	1043797404
9969	OR4K1	2053	2022-03-11T23:05:06Z	1043798887
9970	NKAIN1	697	2022-03-11T23:55:48Z	1003703552
9971	GCC1	4165	2022-03-11T23:05:46Z	1032165627
9972	ATP13A3	4084	2022-03-11T23:05:21Z	1075868801
9973	EPS8L3	3577	2022-03-11T23:07:39Z	1040945135
9974	NF-kappa-B-activating protein	3849	2022-03-11T23:05:21Z	1043629558
9975	CDC73	10201	2022-03-11T23:04:12Z	1040115115
9976	GHB receptor	11753	2022-03-11T23:08:15Z	1072107163
9977	CHPF	3761	2022-03-11T23:05:46Z	1040126847
9978	RNF128	16597	2022-03-11T23:07:39Z	1053458670
9979	MRPL24	4266	2022-03-11T23:05:46Z	1043233412
9980	ARMH3	26802	2022-03-11T23:34:49Z	1032219258
9981	MUL1	11181	2022-03-19T23:19:39Z	1043242823
9982	SAP130	9124	2022-03-11T23:05:20Z	1032040435
9983	CEP97	3069	2022-03-11T23:22:33Z	1032154082
9984	Adiponectin receptor 2	4579	2022-03-11T23:14:34Z	1073189908
9985	Ceramide synthase 4	4652	2022-03-13T20:17:36Z	995406473
9986	PiggyBac Transposable Element Derived 5	5862	2022-03-11T23:50:57Z	1029686389
9987	FAM118B	499	2022-03-11T23:36:23Z	798127604
9988	RIC3	5366	2022-03-11T23:07:39Z	1044560159
9989	ACSS3	2170	2022-03-11T23:43:27Z	950208233
9990	TANGO6	432	2022-03-11T23:39:25Z	800742037
9991	HMBOX1	3677	2022-03-11T23:34:15Z	983066746
9992	RNASEH2B	13375	2022-03-11T23:28:47Z	1065913447
9993	GALNT14	5352	2022-03-11T23:07:39Z	1041370758
9994	Neuron derived neurotrophic factor	1451	2022-03-11T23:51:46Z	996027147
9995	TNFAIP8L2	3216	2022-03-11T23:55:49Z	1049195532
9996	SH3TC2	7290	2022-03-11T23:05:20Z	1044808115
9997	OCEL1	10190	2022-03-12T00:05:43Z	1006870170
9998	FAT4	4595	2022-03-11T23:24:38Z	1041170327
9999	CCDC121	10791	2022-03-12T00:03:50Z	1075838065
10000	Transmembrane protein 53	8944	2022-03-13T19:53:39Z	1045844046
10001	CHMP6	4782	2022-03-11T23:05:06Z	1040126750
10002	SRD5A3	2416	2022-03-11T23:24:28Z	1044832939
10003	Microcephalin	24774	2022-03-13T19:24:23Z	1064828357
10004	RHBDF2	6206	2022-03-11T23:07:39Z	1044558742
10005	DYNC2H1	5341	2022-03-11T23:05:20Z	1040797654
10006	NEIL1	14984	2022-03-11T23:04:58Z	1043628735
10007	PLEKHF2	3478	2022-03-11T23:05:33Z	1043939796
10008	PARP8	3624	2022-03-11T23:05:21Z	1043911033
10009	ZCCHC6	5279	2022-03-11T23:05:46Z	995216553
10010	NLRX1	6858	2022-03-11T23:22:32Z	1043635841
10011	FN3KRP	3667	2022-03-11T23:05:46Z	1041179984
10012	FASTKD1	7789	2022-03-11T23:43:17Z	997986029
10013	SMC6	10033	2022-03-11T23:05:20Z	1044819343
10014	VTCN1	7692	2022-03-11T23:05:00Z	1045956613
10015	MLF1IP	5812	2022-03-11T23:05:02Z	1043226320
10016	ZDHHC14	790	2022-03-11T23:35:48Z	821509166
10017	STEAP4	5078	2022-03-11T23:37:47Z	1000258561
10018	GAL3ST4	5837	2022-03-11T23:05:46Z	1041370463
10019	MANEA	6576	2022-03-11T23:05:33Z	1043205979
10020	RIOX1	1026	2022-03-11T23:47:02Z	995413010
10021	Zinc finger matrin-type 4	712	2022-03-11T23:47:34Z	996018710
10022	ZYG11B	822	2022-03-11T23:36:30Z	822591028
10023	Chromosome 11 open reading frame 80	406	2022-03-11T23:54:04Z	927894560
10024	LRRK1	4525	2022-03-11T23:05:06Z	1042919512
10025	NOL9	5099	2022-03-11T23:07:39Z	1043638194
10026	Collagen beta(1-o)galactosyltransferase 1	1328	2022-03-11T23:51:23Z	995964616
10027	IPO4	4365	2022-03-11T23:07:39Z	1042049828
10028	IGFLR1	386	2022-03-11T23:53:13Z	817511793
10029	TBL1XR1	8661	2022-03-11T23:05:33Z	1075537592
10030	AAGAB	3857	2022-03-11T23:05:33Z	1039371245
10031	Vps37b, escrt-i subunit	702	2022-03-11T23:55:30Z	995917294
10032	SUV39H2	4269	2022-03-11T23:05:20Z	1044842527
10033	LIN28	12841	2022-03-11T23:05:33Z	1032340636
10034	PALB2	18344	2022-03-11T23:05:21Z	1061571403
10035	SH3D21	8701	2022-03-11T23:34:56Z	1011244841
10036	BBS10	6295	2022-03-11T23:10:38Z	1056739966
10037	CXorf36	9610	2022-03-22T03:01:20Z	1078539785
10038	CLIP4	19015	2022-03-12T00:03:48Z	1073085406
10039	ZNF385D	994	2022-03-11T23:57:42Z	957169411
10040	Solute carrier family 25 member 22	69	2022-03-10T14:29:33Z	1076321754
10041	SNIP1	4424	2022-03-11T23:05:20Z	1065222545
10042	ASB13	4991	2022-03-11T23:07:39Z	1039401746
10043	Gem-associated protein 7	4508	2022-03-11T23:05:01Z	993315040
10044	KATNBL1	3157	2022-03-11T23:07:39Z	1042805503
10045	CCDC82	9767	2022-03-11T23:35:00Z	1040093108
10046	MYH14	5854	2022-03-11T23:05:05Z	1043245404
10047	Zinc finger protein 665	379	2022-03-11T23:51:01Z	1002917689
10048	FBXO31	4728	2022-03-11T23:05:46Z	1069280711
10049	GSDMD	14142	2022-03-11T23:48:20Z	1062427623
10050	ALG9	6038	2022-03-11T23:05:02Z	1039386974
10051	ZNF408	1917	2022-03-11T23:38:18Z	1032321807
10052	ARMC5	609	2022-03-11T23:33:01Z	1031406818
10053	ALS2CR8	5027	2022-03-11T23:05:21Z	1039388200
10054	SHCBP1	5186	2022-03-11T23:05:20Z	1044808287
10055	HPS6	4274	2022-03-11T23:13:43Z	1041647774
10056	VASH2	4605	2022-03-11T23:55:10Z	1055876284
10057	Tetratricopeptide repeat domain 21b	3468	2022-03-11T23:57:23Z	1069120488
10058	EHMT1	14896	2022-03-11T23:29:47Z	1040934723
10059	Agmatinase	6605	2022-03-13T19:43:17Z	1039487903
10060	EFCC1	773	2022-03-11T23:37:50Z	995160755
10061	Zinc finger mym-type containing 1	397	2022-03-11T23:49:01Z	1002856882
10062	KDM8	988	2022-03-11T23:47:02Z	995456350
10063	QSER1	21396	2022-03-11T23:34:52Z	1064893498
10064	Gem-associated protein 6	3847	2022-03-11T23:05:01Z	1032325425
10065	PIP4K2C	850	2022-03-11T23:35:12Z	936969187
10066	Non-homologous end-joining factor 1	13255	2022-03-11T23:05:05Z	1043747932
10067	RNF122	4917	2022-03-11T23:05:46Z	1044570246
10068	Epoxide hydrolase 3	9450	2022-03-11T23:47:14Z	1073998997
